name,album,artist,artist_top_genre,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,Gender ,Source 
One Ticket (feat. Davido),No Bad Songz,Kizz Daniel,afro dancehall,2018,208419,41,0.832,0.0614,0.919,0,0.0773,-3.595,0.256,106.086,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Fever,Fever,WizKid,afro dancehall,2018,252244,58,0.755,0.544,0.806,0.000114,0.0908,-4.618,0.0479,98.008,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Skin Tight (feat. Efya),Skin Tight (feat. Efya),Mr Eazi,afro dancehall,2015,248626,1,0.654,0.152,0.439,1.11E-05,0.111,-7.114,0.263,111.358,3,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Power Rangers,Power Rangers,Teni,afro dancehall,2019,212662,49,0.804,0.488,0.782,0.00403,0.1,-3.905,0.0374,105.018,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Soapy,Soapy,Naira Marley,afro dancehall,2019,174043,52,0.9,0.159,0.806,0.00971,0.0811,-4.816,0.246,123.038,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Iron Man,Rema,Rema,nigerian pop,2019,201693,7,0.76,0.587,0.568,0.04,0.0905,-3.37,0.0489,99.955,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Jogodo,Jogodo,Tekno,afropop,2018,263026,47,0.74,0.379,0.771,0,0.0889,-4.7,0.122,100.019,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Balance,Chulo Vibes,Timaya,afro dancehall,2019,183529,0,0.722,0.378,0.788,0.0327,0.381,-3.661,0.0508,102.079,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Pana,Pana,Tekno,afropop,2016,242893,60,0.553,0.305,0.553,0.0581,0.0715,-6.818,0.305,72.949,3,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Mad Over You,Runtown Hits Vol.1,Runtown,afro dancehall,2017,216058,0,0.843,0.433,0.548,8.34E-05,0.109,-5.209,0.0477,107.044,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Wonder Woman,Wonder Woman,DaVido,afropop,2018,236000,42,0.688,0.434,0.696,0,0.128,-4.37,0.301,95.954,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Ghetto Love,Ghetto Love,WizKid,afro dancehall,2019,198367,60,0.807,0.206,0.774,0.000338,0.127,-4.553,0.235,98.048,4,Male Group,https://www.google.com/search?q=p-square&sxsrf=AOaemvKBym8y7hO3cpk3xG8FEmPLXEujmA%3A1638267305832&ei=qfmlYfCcMoqU8gLvxJu4Ag&ved=0ahUKEwiwlb6m7b_0AhUKilwKHW_iBicQ4dUDCA8&uact=5&oq=p-square&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDoHCAAQRxCwAzoKCC4QyAMQsAMQQzoECCMQJzoFCC4QgAQ6CggAEIAEEIcCEBRKBAhBGABQiQdYixFgwhJoA3ACeACAAVOIAdQEkgEBOJgBAKABAcgBDsABAQ&sclient=gws-wiz
Risky,Risky,DaVido,afropop,2019,270315,58,0.714,0.15,0.702,0,0.0993,-4.544,0.264,126.511,5,Male,https://www.google.com/search?q=Patoranking+&sxsrf=AOaemvILjgbWcOapjXUFhr7Scd5FuVqd2g%3A1638267291978&ei=m_mlYbWQO9GjgAbH1LXICQ&ved=0ahUKEwj1yfCf7b_0AhXREcAKHUdqDZkQ4dUDCA8&uact=5&oq=Patoranking+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEM6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6EQguEIAEELEDEIMBEMcBEKMCOhAILhCxAxCDARDHARCjAhBDSgQIQRgAUI4GWMwYYL4aaANwAngAgAFoiAGAB5IBBDExLjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Audio Money,Audio Money,Rudeboy,azontobeats,2019,224092,14,0.894,0.281,0.787,0,0.0341,-2.881,0.0882,104.942,4,Male,https://www.google.com/search?q=Patoranking+&sxsrf=AOaemvILjgbWcOapjXUFhr7Scd5FuVqd2g%3A1638267291978&ei=m_mlYbWQO9GjgAbH1LXICQ&ved=0ahUKEwj1yfCf7b_0AhXREcAKHUdqDZkQ4dUDCA8&uact=5&oq=Patoranking+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEM6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6EQguEIAEELEDEIMBEMcBEKMCOhAILhCxAxCDARDHARCjAhBDSgQIQRgAUI4GWMwYYL4aaANwAngAgAFoiAGAB5IBBDExLjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
40Yrs,40yrs Everlasting,Flavour,afro dancehall,2019,186084,0,0.765,0.0884,0.604,0.000158,0.101,-4.607,0.104,125.113,5,Male,https://www.google.com/search?q=Patoranking+&sxsrf=AOaemvILjgbWcOapjXUFhr7Scd5FuVqd2g%3A1638267291978&ei=m_mlYbWQO9GjgAbH1LXICQ&ved=0ahUKEwj1yfCf7b_0AhXREcAKHUdqDZkQ4dUDCA8&uact=5&oq=Patoranking+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEM6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6EQguEIAEELEDEIMBEMcBEKMCOhAILhCxAxCDARDHARCjAhBDSgQIQRgAUI4GWMwYYL4aaANwAngAgAFoiAGAB5IBBDExLjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Wetin We Gain,Wetin We Gain,Victor AD,na,2018,214752,36,0.533,0.424,0.784,0,0.093,-3.285,0.315,64.428,5,Male,https://www.google.com/search?q=Patoranking+&sxsrf=AOaemvILjgbWcOapjXUFhr7Scd5FuVqd2g%3A1638267291978&ei=m_mlYbWQO9GjgAbH1LXICQ&ved=0ahUKEwj1yfCf7b_0AhXREcAKHUdqDZkQ4dUDCA8&uact=5&oq=Patoranking+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEM6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6EQguEIAEELEDEIMBEMcBEKMCOhAILhCxAxCDARDHARCjAhBDSgQIQRgAUI4GWMwYYL4aaANwAngAgAFoiAGAB5IBBDExLjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Crazy Love,Crazy Love,Flavour,afro dancehall,2018,212729,0,0.742,0.187,0.702,0,0.522,-3.828,0.0341,100.979,4,Male,https://www.google.com/search?q=Patoranking+&sxsrf=AOaemvILjgbWcOapjXUFhr7Scd5FuVqd2g%3A1638267291978&ei=m_mlYbWQO9GjgAbH1LXICQ&ved=0ahUKEwj1yfCf7b_0AhXREcAKHUdqDZkQ4dUDCA8&uact=5&oq=Patoranking+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEM6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6EQguEIAEELEDEIMBEMcBEKMCOhAILhCxAxCDARDHARCjAhBDSgQIQRgAUI4GWMwYYL4aaANwAngAgAFoiAGAB5IBBDExLjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Osinachi,Osinachi,HumbleSmith,afropop,2015,235773,2,0.845,0.228,0.79,0,0.0886,-5.42,0.301,114.941,4,Male,https://www.google.com/search?q=Patoranking+&sxsrf=AOaemvILjgbWcOapjXUFhr7Scd5FuVqd2g%3A1638267291978&ei=m_mlYbWQO9GjgAbH1LXICQ&ved=0ahUKEwj1yfCf7b_0AhXREcAKHUdqDZkQ4dUDCA8&uact=5&oq=Patoranking+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEM6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6EQguEIAEELEDEIMBEMcBEKMCOhAILhCxAxCDARDHARCjAhBDSgQIQRgAUI4GWMwYYL4aaANwAngAgAFoiAGAB5IBBDExLjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Duro,Duro,Tekno,afropop,2015,212000,20,0.74,0.282,0.84,0.000156,0.0955,-3.815,0.0859,89.816,3,Male,https://www.google.com/search?q=Patoranking+&sxsrf=AOaemvILjgbWcOapjXUFhr7Scd5FuVqd2g%3A1638267291978&ei=m_mlYbWQO9GjgAbH1LXICQ&ved=0ahUKEwj1yfCf7b_0AhXREcAKHUdqDZkQ4dUDCA8&uact=5&oq=Patoranking+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEM6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6EQguEIAEELEDEIMBEMcBEKMCOhAILhCxAxCDARDHARCjAhBDSgQIQRgAUI4GWMwYYL4aaANwAngAgAFoiAGAB5IBBDExLjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Obianuju,Obianuju,Flavour,afro dancehall,2016,195056,0,0.587,0.704,0.463,0,0.143,-9.06,0.0784,118.392,5,Male,https://www.google.com/search?q=Patoranking+&sxsrf=AOaemvILjgbWcOapjXUFhr7Scd5FuVqd2g%3A1638267291978&ei=m_mlYbWQO9GjgAbH1LXICQ&ved=0ahUKEwj1yfCf7b_0AhXREcAKHUdqDZkQ4dUDCA8&uact=5&oq=Patoranking+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEM6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6EQguEIAEELEDEIMBEMcBEKMCOhAILhCxAxCDARDHARCjAhBDSgQIQRgAUI4GWMwYYL4aaANwAngAgAFoiAGAB5IBBDExLjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Waka Waka,Waka Waka (feat. Davido),Selebobo,afro dancehall,2017,206496,39,0.909,0.199,0.735,0.00022,0.038,-2.905,0.0375,110.033,4,Male,https://www.google.com/search?q=Patoranking+&sxsrf=AOaemvILjgbWcOapjXUFhr7Scd5FuVqd2g%3A1638267291978&ei=m_mlYbWQO9GjgAbH1LXICQ&ved=0ahUKEwj1yfCf7b_0AhXREcAKHUdqDZkQ4dUDCA8&uact=5&oq=Patoranking+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEM6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6EQguEIAEELEDEIMBEMcBEKMCOhAILhCxAxCDARDHARCjAhBDSgQIQRgAUI4GWMwYYL4aaANwAngAgAFoiAGAB5IBBDExLjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Dance (feat. Rudeboy),Dance (feat. Rudeboy),Timaya,afro dancehall,2017,203280,0,0.709,0.0761,0.868,0,0.086,-2.386,0.0696,95.979,4,Male,https://www.google.com/search?q=Patoranking+&sxsrf=AOaemvILjgbWcOapjXUFhr7Scd5FuVqd2g%3A1638267291978&ei=m_mlYbWQO9GjgAbH1LXICQ&ved=0ahUKEwj1yfCf7b_0AhXREcAKHUdqDZkQ4dUDCA8&uact=5&oq=Patoranking+&gs_lcp=Cgdnd3Mtd2l6EAMyBAgAEEMyBAguEEMyBAguEEMyBAgAEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEMyBAguEEM6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6EQguEIAEELEDEIMBEMcBEKMCOhAILhCxAxCDARDHARCjAhBDSgQIQRgAUI4GWMwYYL4aaANwAngAgAFoiAGAB5IBBDExLjGYAQCgAQHIAQ_AAQE&sclient=gws-wiz
Kom Kom,Kom Kom,Timaya,afro dancehall,2018,188571,0,0.767,0.0539,0.872,5.18E-05,0.171,-4.305,0.0469,98.043,4,Male,https://en.wikipedia.org/wiki/Peruzzi_(singer)
Yawa,Yawa,Tekno,afropop,2017,236355,46,0.92,0.223,0.584,0.000274,0.0422,-4.789,0.0629,107.965,4,Male,https://www.google.com/search?q=pheelz&sxsrf=AOaemvIfTSXWHCppF7n-10LAVOR1oty5CQ%3A1638346630006&ei=hS-nYZjlPImigAb5nYO4Aw&gs_ssp=eJzj4tVP1zc0TCovzymoKC82YPRiK8hITc2pAgBbHAfW&oq=phee&gs_lcp=Cgdnd3Mtd2l6EAMYADIFCC4QkQIyBQguEIAEMgUIABCABDIFCAAQgAQyCwguEIAEEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUILhCABDIFCAAQgAQ6BwgjELADECc6BwgAEEcQsAM6CgguEMgDELADEEM6BAgjECc6BAguEEM6EQguEIAEELEDEIMBEMcBEKMCOgsILhCABBCxAxCDAToRCC4QgAQQsQMQgwEQxwEQ0QM6CwgAEIAEELEDEIMBOgQIABBDOggILhCABBCxAzoICC4QsQMQgwE6CAgAEIAEELEDOgcIABCABBAKSgQIQRgAUIoGWIENYJ8baANwAngAgAFriAGNA5IBAzIuMpgBAKABAcgBD8ABAQ&sclient=gws-wiz
Yeba,Yeba,Kiss Daniel,afro dancehall,2017,199024,0,0.812,0.187,0.768,0.000961,0.0891,-5.267,0.0962,110.051,4,Male,https://www.google.com/search?q=phyno&sxsrf=AOaemvIpBtSDukUEtetoCdaxkofpkwgYEg%3A1638267395013&ei=A_qlYY4c9YX0_A_Q_ZLwCg&ved=0ahUKEwjOqYHR7b_0AhX1Ap0JHdC-BK4Q4dUDCA8&uact=5&oq=phyno&gs_lcp=Cgdnd3Mtd2l6EAMyBwguELEDEEMyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCC4QgAQyBQgAEIAEMgUIABCABDILCC4QgAQQxwEQrwE6BwgAEEcQsAM6BwgAELADEEM6CgguEMgDELADEEM6BAgjECc6BAguEEM6EQguEIAEELEDEIMBEMcBEKMCOgsILhCABBCxAxCDAToOCC4QgAQQsQMQxwEQ0QM6CwgAEIAEELEDEIMBOggILhCABBCxAzoICAAQgAQQsQM6EQguEIAEELEDEIMBEMcBENEDOg4ILhCABBCxAxDHARCjAjoLCAAQgAQQsQMQyQM6BQgAEJIDSgQIQRgAUIUHWOENYO8PaANwAngAgAFviAGtA5IBAzQuMZgBAKABAcgBD8ABAQ&sclient=gws-wiz
I Don't Care,I Don't Care,Selebobo,afro dancehall,2017,209893,30,0.891,0.54,0.701,0.000286,0.0862,-3.767,0.0439,112.027,4,Male,https://www.google.com/search?q=phyno&sxsrf=AOaemvIpBtSDukUEtetoCdaxkofpkwgYEg%3A1638267395013&ei=A_qlYY4c9YX0_A_Q_ZLwCg&ved=0ahUKEwjOqYHR7b_0AhX1Ap0JHdC-BK4Q4dUDCA8&uact=5&oq=phyno&gs_lcp=Cgdnd3Mtd2l6EAMyBwguELEDEEMyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCC4QgAQyBQgAEIAEMgUIABCABDILCC4QgAQQxwEQrwE6BwgAEEcQsAM6BwgAELADEEM6CgguEMgDELADEEM6BAgjECc6BAguEEM6EQguEIAEELEDEIMBEMcBEKMCOgsILhCABBCxAxCDAToOCC4QgAQQsQMQxwEQ0QM6CwgAEIAEELEDEIMBOggILhCABBCxAzoICAAQgAQQsQM6EQguEIAEELEDEIMBEMcBENEDOg4ILhCABBCxAxDHARCjAjoLCAAQgAQQsQMQyQM6BQgAEJIDSgQIQRgAUIUHWOENYO8PaANwAngAgAFviAGtA5IBAzQuMZgBAKABAcgBD8ABAQ&sclient=gws-wiz
Ride for You,Deal with It,Phyno,afro dancehall,2019,217154,41,0.809,0.483,0.683,7.34E-06,0.107,-4.366,0.0709,99.056,4,Male,https://www.google.com/search?q=phyno&sxsrf=AOaemvIpBtSDukUEtetoCdaxkofpkwgYEg%3A1638267395013&ei=A_qlYY4c9YX0_A_Q_ZLwCg&ved=0ahUKEwjOqYHR7b_0AhX1Ap0JHdC-BK4Q4dUDCA8&uact=5&oq=phyno&gs_lcp=Cgdnd3Mtd2l6EAMyBwguELEDEEMyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCC4QgAQyBQgAEIAEMgUIABCABDILCC4QgAQQxwEQrwE6BwgAEEcQsAM6BwgAELADEEM6CgguEMgDELADEEM6BAgjECc6BAguEEM6EQguEIAEELEDEIMBEMcBEKMCOgsILhCABBCxAxCDAToOCC4QgAQQsQMQxwEQ0QM6CwgAEIAEELEDEIMBOggILhCABBCxAzoICAAQgAQQsQM6EQguEIAEELEDEIMBEMcBENEDOg4ILhCABBCxAxDHARCjAjoLCAAQgAQQsQMQyQM6BQgAEJIDSgQIQRgAUIUHWOENYO8PaANwAngAgAFviAGtA5IBAzQuMZgBAKABAcgBD8ABAQ&sclient=gws-wiz
Obianuju,Legacy (Ahamefuna),Duncan Mighty,afro dancehall,2011,221080,45,0.696,0.187,0.693,0,0.0771,-4.031,0.101,108.928,4,Male,https://www.google.com/search?q=phyno&sxsrf=AOaemvIpBtSDukUEtetoCdaxkofpkwgYEg%3A1638267395013&ei=A_qlYY4c9YX0_A_Q_ZLwCg&ved=0ahUKEwjOqYHR7b_0AhX1Ap0JHdC-BK4Q4dUDCA8&uact=5&oq=phyno&gs_lcp=Cgdnd3Mtd2l6EAMyBwguELEDEEMyBQgAEIAEMgUILhCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCC4QgAQyBQgAEIAEMgUIABCABDILCC4QgAQQxwEQrwE6BwgAEEcQsAM6BwgAELADEEM6CgguEMgDELADEEM6BAgjECc6BAguEEM6EQguEIAEELEDEIMBEMcBEKMCOgsILhCABBCxAxCDAToOCC4QgAQQsQMQxwEQ0QM6CwgAEIAEELEDEIMBOggILhCABBCxAzoICAAQgAQQsQM6EQguEIAEELEDEIMBEMcBENEDOg4ILhCABBCxAxDHARCjAjoLCAAQgAQQsQMQyQM6BQgAEJIDSgQIQRgAUIUHWOENYO8PaANwAngAgAFviAGtA5IBAzQuMZgBAKABAcgBD8ABAQ&sclient=gws-wiz
